0.00229497	22.9767
0.00866433	22.9775
0.0160988	22.9363
0.0235405	22.8107
0.0320509	22.601
0.04163	22.3071
0.0490895	21.9708
0.0576142	21.5924
0.06828	21.0036
0.0757538	20.4986
0.0832241	20.0358
0.0843501	19.2771
0.0844396	18.2232
0.084522	17.2535
0.0846616	15.6094
0.084769	14.3446
0.0838865	12.2366
0.0840369	10.4659
0.0946739	10.2143
0.107434	9.963
0.12339	9.58559
0.123451	8.8689
0.123511	8.15221
0.123565	7.51984
0.123637	6.67668
0.123687	6.08647
0.123776	5.03252
0.123855	4.10504
0.136597	4.06449
0.152524	4.02435
0.163144	3.98353
0.175886	3.94299
0.190751	3.90271
0.203494	3.86216
0.220482	3.82215
0.234286	3.78174
0.248086	3.78348
0.260832	3.70078
0.276759	3.66064
0.292686	3.62049
0.308613	3.58035
0.323482	3.49791
0.341532	3.45804
0.362771	3.3764
0.380824	3.29437
0.412678	3.21408
0.441347	3.13339
0.459401	3.05136
0.47852	2.9273
0.494447	2.88716
0.535866	2.6816
0.558166	2.60011
0.581527	2.51874
0.603827	2.43725
0.620819	2.35508
0.643123	2.23142
0.661176	2.14939
0.681353	2.06762
0.69941	1.94343
0.719591	1.81951
0.734456	1.77923
0.753575	1.65517
0.771629	1.57314
0.786498	1.4907
0.80349	1.40854
0.819424	1.28408
0.84385	1.16069
0.860846	1.03636
0.875722	0.869611
0.884222	0.786369
0.898033	0.66164
0.910775	0.621093
0.928833	0.496901
0.940513	0.45622
0.958567	0.374186
0.972374	0.291616
0.987243	0.209179
0.999993	0.0843161
